County,Fips,Topic,Subtopic,Year,Measure,Value,State Value,Number,"Crude Rate per 100,000",Crude Rate (per 500 pop.),Lower Limit,Upper Limit,People per License,Total Licenses,Type A Licenses,Type B Licenses,Type C Licenses,Type Unknown Licenses
Portage,55097,Alcohol,Outlet Density,2012,Crude Rate (per 500 pop.),1.6,1.49,,,1.6,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2012,People per License,313.06,336.2,,,,,,313.06,,,,,
Portage,55097,Alcohol,Outlet Density,2012,Total Licenses,225,17040,,,,,,,225,,,,
Portage,55097,Alcohol,Outlet Density,2012,Type A,46,4311,,,,,,,,46,,,
Portage,55097,Alcohol,Outlet Density,2012,Type B,179,12872,,,,,,,,,179,,
Portage,55097,Alcohol,Outlet Density,2012,Type C,8,741,,,,,,,,,,8,
Portage,55097,Alcohol,Outlet Density,2012,Type Unknown,1,97,,,,,,,,,,,1
Portage,55097,Alcohol,Outlet Density,2013,Crude Rate (per 500 pop.),1.62,1.48,,,1.62,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2013,People per License,308.95,338.52,,,,,,308.95,,,,,
Portage,55097,Alcohol,Outlet Density,2013,Total Licenses,228,16968,,,,,,,228,,,,
Portage,55097,Alcohol,Outlet Density,2013,Type A,45,4382,,,,,,,,45,,,
Portage,55097,Alcohol,Outlet Density,2013,Type B,182,12842,,,,,,,,,182,,
Portage,55097,Alcohol,Outlet Density,2013,Type C,11,734,,,,,,,,,,11,
Portage,55097,Alcohol,Outlet Density,2013,Type Unknown,1,26,,,,,,,,,,,1
Portage,55097,Alcohol,Outlet Density,2014,Crude Rate (per 500 pop.),1.64,1.47,,,1.64,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2014,People per License,304.6,340.6,,,,,,304.6,,,,,
Portage,55097,Alcohol,Outlet Density,2014,Total Licenses,231,16898,,,,,,,231,,,,
Portage,55097,Alcohol,Outlet Density,2014,Type A,49,4412,,,,,,,,49,,,
Portage,55097,Alcohol,Outlet Density,2014,Type B,186,12822,,,,,,,,,186,,
Portage,55097,Alcohol,Outlet Density,2014,Type C,12,743,,,,,,,,,,12,
Portage,55097,Alcohol,Outlet Density,2014,Type Unknown,0,12,,,,,,,,,,,0
Portage,55097,Alcohol,Outlet Density,2015,Crude Rate (per 500 pop.),1.61,1.47,,,1.61,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2015,People per License,310.83,340.24,,,,,,310.83,,,,,
Portage,55097,Alcohol,Outlet Density,2015,Total Licenses,226,16948,,,,,,,226,,,,
Portage,55097,Alcohol,Outlet Density,2015,Type A,47,4466,,,,,,,,47,,,
Portage,55097,Alcohol,Outlet Density,2015,Type B,183,12750,,,,,,,,,183,,
Portage,55097,Alcohol,Outlet Density,2015,Type C,12,853,,,,,,,,,,12,
Portage,55097,Alcohol,Outlet Density,2015,Type Unknown,0,15,,,,,,,,,,,0
Portage,55097,Alcohol,Outlet Density,2016,Crude Rate (per 500 pop.),1.64,1.47,,,1.64,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2016,People per License,305.79,340.01,,,,,,305.79,,,,,
Portage,55097,Alcohol,Outlet Density,2016,Total Licenses,230,17012,,,,,,,230,,,,
Portage,55097,Alcohol,Outlet Density,2016,Type A,51,4684,,,,,,,,51,,,
Portage,55097,Alcohol,Outlet Density,2016,Type B,185,12757,,,,,,,,,185,,
Portage,55097,Alcohol,Outlet Density,2016,Type C,11,908,,,,,,,,,,11,
Portage,55097,Alcohol,Outlet Density,2016,Type Unknown,0,8,,,,,,,,,,,0
Portage,55097,Alcohol,Outlet Density,2017,Crude Rate (per 500 pop.),1.65,1.47,,,1.65,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2017,People per License,302.46,339.35,,,,,,302.46,,,,,
Portage,55097,Alcohol,Outlet Density,2017,Total Licenses,234,17100,,,,,,,234,,,,
Portage,55097,Alcohol,Outlet Density,2017,Type A,54,4866,,,,,,,,54,,,
Portage,55097,Alcohol,Outlet Density,2017,Type B,185,12882,,,,,,,,,185,,
Portage,55097,Alcohol,Outlet Density,2017,Type C,10,882,,,,,,,,,,10,
Portage,55097,Alcohol,Outlet Density,2017,Type Unknown,0,5,,,,,,,,,,,0
Portage,55097,Alcohol,Outlet Density,2018,Crude Rate (per 500 pop.),1.67,1.47,,,1.67,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2018,People per License,300.05,339.74,,,,,,300.05,,,,,
Portage,55097,Alcohol,Outlet Density,2018,Total Licenses,236,17116,,,,,,,236,,,,
Portage,55097,Alcohol,Outlet Density,2018,Type A,56,4954,,,,,,,,56,,,
Portage,55097,Alcohol,Outlet Density,2018,Type B,186,12899,,,,,,,,,186,,
Portage,55097,Alcohol,Outlet Density,2018,Type C,13,914,,,,,,,,,,13,
Portage,55097,Alcohol,Outlet Density,2018,Type Unknown,0,9,,,,,,,,,,,0
Portage,55097,Alcohol,Outlet Density,2019,Crude Rate (per 500 pop.),1.67,1.47,,,1.67,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2019,People per License,299.53,341.13,,,,,,299.53,,,,,
Portage,55097,Alcohol,Outlet Density,2019,Total Licenses,237,17086,,,,,,,237,,,,
Portage,55097,Alcohol,Outlet Density,2019,Type A,53,4665,,,,,,,,53,,,
Portage,55097,Alcohol,Outlet Density,2019,Type B,173,12099,,,,,,,,,173,,
Portage,55097,Alcohol,Outlet Density,2019,Type C,13,862,,,,,,,,,,13,
Portage,55097,Alcohol,Outlet Density,2019,Type Unknown,17,965,,,,,,,,,,,17
Portage,55097,Alcohol,Outlet Density,2020,Crude Rate (per 500 pop.),1.66,1.45,,,1.66,,,,,,,,
Portage,55097,Alcohol,Outlet Density,2020,People per License,301.06,345.04,,,,,,301.06,,,,,
Portage,55097,Alcohol,Outlet Density,2020,Total Licenses,235,16996,,,,,,,235,,,,
Portage,55097,Alcohol,Outlet Density,2020,Type A,49,4508,,,,,,,,49,,,
Portage,55097,Alcohol,Outlet Density,2020,Type B,163,11381,,,,,,,,,163,,
Portage,55097,Alcohol,Outlet Density,2020,Type C,11,778,,,,,,,,,,11,
Portage,55097,Alcohol,Outlet Density,2020,Type Unknown,28,1757,,,,,,,,,,,28
Price,55099,Alcohol,Hospitalizations,2000,"Crude Rate per 100,000",727.57,827.88,,727.57,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2000,Lower Limit,594.59,820.18,,,,594.59,,,,,,,
Price,55099,Alcohol,Hospitalizations,2000,Number,115,44490,115,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2000,Upper Limit,860.55,835.57,,,,,860.55,,,,,,
Price,55099,Alcohol,Hospitalizations,2001,"Crude Rate per 100,000",770.91,843.3,,770.91,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2001,Lower Limit,632.98,835.56,,,,632.98,,,,,,,
Price,55099,Alcohol,Hospitalizations,2001,Number,120,45596,120,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2001,Upper Limit,908.84,851.04,,,,,908.84,,,,,,
Price,55099,Alcohol,Hospitalizations,2002,"Crude Rate per 100,000",888.98,840.84,,888.98,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2002,Lower Limit,740.11,833.14,,,,740.11,,,,,,,
Price,55099,Alcohol,Hospitalizations,2002,Number,137,45785,137,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2002,Upper Limit,1037.84,848.54,,,,,1037.84,,,,,,
Price,55099,Alcohol,Hospitalizations,2003,"Crude Rate per 100,000",930.93,831.54,,930.93,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2003,Lower Limit,778.35,823.91,,,,778.35,,,,,,,
Price,55099,Alcohol,Hospitalizations,2003,Number,143,45562,143,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2003,Upper Limit,1083.51,839.18,,,,,1083.51,,,,,,
Price,55099,Alcohol,Hospitalizations,2004,"Crude Rate per 100,000",1106.06,860.64,,1106.06,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2004,Lower Limit,938.81,852.9,,,,938.81,,,,,,,
Price,55099,Alcohol,Hospitalizations,2004,Number,168,47456,168,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2004,Upper Limit,1273.32,868.38,,,,,1273.32,,,,,,
Price,55099,Alcohol,Hospitalizations,2005,"Crude Rate per 100,000",950.42,877.78,,950.42,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2005,Lower Limit,794.64,869.98,,,,794.64,,,,,,,
Price,55099,Alcohol,Hospitalizations,2005,Number,143,48683,143,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2005,Upper Limit,1106.2,885.57,,,,,1106.2,,,,,,
Price,55099,Alcohol,Hospitalizations,2006,"Crude Rate per 100,000",900.42,895.3,,900.42,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2006,Lower Limit,747.96,887.45,,,,747.96,,,,,,,
Price,55099,Alcohol,Hospitalizations,2006,Number,134,49937,134,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2006,Upper Limit,1052.87,903.16,,,,,1052.87,,,,,,
Price,55099,Alcohol,Hospitalizations,2007,"Crude Rate per 100,000",982.08,910.91,,982.08,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2007,Lower Limit,821.11,903.01,,,,821.11,,,,,,,
Price,55099,Alcohol,Hospitalizations,2007,Number,143,51109,143,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2007,Upper Limit,1143.04,918.81,,,,,1143.04,,,,,,
Price,55099,Alcohol,Hospitalizations,2008,"Crude Rate per 100,000",811.88,917.11,,811.88,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2008,Lower Limit,664.77,909.2,,,,664.77,,,,,,,
Price,55099,Alcohol,Hospitalizations,2008,Number,117,51734,117,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2008,Upper Limit,958.99,925.01,,,,,958.99,,,,,,
Price,55099,Alcohol,Hospitalizations,2009,"Crude Rate per 100,000",1049.17,883.1,,1049.17,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2009,Lower Limit,881.27,875.36,,,,881.27,,,,,,,
Price,55099,Alcohol,Hospitalizations,2009,Number,150,50065,150,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2009,Upper Limit,1217.07,890.83,,,,,1217.07,,,,,,
Price,55099,Alcohol,Hospitalizations,2010,"Crude Rate per 100,000",879.68,884.19,,879.68,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2010,Lower Limit,724.85,876.46,,,,724.85,,,,,,,
Price,55099,Alcohol,Hospitalizations,2010,Number,124,50315,124,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2010,Upper Limit,1034.52,891.91,,,,,1034.52,,,,,,
Price,55099,Alcohol,Hospitalizations,2011,"Crude Rate per 100,000",979.62,855.44,,979.62,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2011,Lower Limit,815.58,847.85,,,,815.58,,,,,,,
Price,55099,Alcohol,Hospitalizations,2011,Number,137,48810,137,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2011,Upper Limit,1143.66,863.03,,,,,1143.66,,,,,,
Price,55099,Alcohol,Hospitalizations,2012,"Crude Rate per 100,000",873.9,867.43,,873.9,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2012,Lower Limit,718.19,859.8,,,,718.19,,,,,,,
Price,55099,Alcohol,Hospitalizations,2012,Number,121,49624,121,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2012,Upper Limit,1029.61,875.06,,,,,1029.61,,,,,,
Price,55099,Alcohol,Hospitalizations,2013,"Crude Rate per 100,000",946.14,829.33,,946.14,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2013,Lower Limit,783.5,821.88,,,,783.5,,,,,,,
Price,55099,Alcohol,Hospitalizations,2013,Number,130,47587,130,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2013,Upper Limit,1108.79,836.78,,,,,1108.79,,,,,,
Price,55099,Alcohol,Hospitalizations,2014,"Crude Rate per 100,000",885.93,835.15,,885.93,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2014,Lower Limit,728.07,827.69,,,,728.07,,,,,,,
Price,55099,Alcohol,Hospitalizations,2014,Number,121,48048,121,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2014,Upper Limit,1043.78,842.62,,,,,1043.78,,,,,,
Price,55099,Alcohol,Hospitalizations,2015,"Crude Rate per 100,000",1134.27,829.42,,1134.27,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2015,Lower Limit,955.12,821.99,,,,955.12,,,,,,,
Price,55099,Alcohol,Hospitalizations,2015,Number,154,47799,154,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2015,Upper Limit,1313.42,836.86,,,,,1313.42,,,,,,
Price,55099,Alcohol,Hospitalizations,2016,"Crude Rate per 100,000",886.93,742.71,,886.93,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2016,Lower Limit,727.58,735.69,,,,727.58,,,,,,,
Price,55099,Alcohol,Hospitalizations,2016,Number,119,42893,119,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2016,Upper Limit,1046.29,749.74,,,,,1046.29,,,,,,
Price,55099,Alcohol,Hospitalizations,2017,"Crude Rate per 100,000",769.98,750.99,,769.98,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2017,Lower Limit,621.28,743.93,,,,621.28,,,,,,,
Price,55099,Alcohol,Hospitalizations,2017,Number,103,43506,103,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2017,Upper Limit,918.68,758.05,,,,,918.68,,,,,,
Price,55099,Alcohol,Hospitalizations,2018,"Crude Rate per 100,000",897.46,759.56,,897.46,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2018,Lower Limit,736.89,752.47,,,,736.89,,,,,,,
Price,55099,Alcohol,Hospitalizations,2018,Number,120,44125,120,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2018,Upper Limit,1058.04,766.64,,,,,1058.04,,,,,,
Price,55099,Alcohol,Hospitalizations,2019,"Crude Rate per 100,000",824.16,761.96,,824.16,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2019,Lower Limit,670.14,754.87,,,,670.14,,,,,,,
Price,55099,Alcohol,Hospitalizations,2019,Number,110,44381,110,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2019,Upper Limit,978.17,769.05,,,,,978.17,,,,,,
Price,55099,Alcohol,Hospitalizations,2020,"Crude Rate per 100,000",826.68,719.59,,826.68,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2020,Lower Limit,676.24,712.74,,,,676.24,,,,,,,
Price,55099,Alcohol,Hospitalizations,2020,Number,116,42429,116,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2020,Upper Limit,977.12,726.44,,,,,977.12,,,,,,
Price,55099,Alcohol,Hospitalizations,2021,"Crude Rate per 100,000",825.33,727.15,,825.33,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2021,Lower Limit,675.13,720.25,,,,675.13,,,,,,,
Price,55099,Alcohol,Hospitalizations,2021,Number,116,42757,116,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2021,Upper Limit,975.52,734.04,,,,,975.52,,,,,,
Price,55099,Alcohol,Hospitalizations,2022,"Crude Rate per 100,000",705.27,691.01,,705.27,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2022,Lower Limit,567.04,684.3,,,,567.04,,,,,,,
Price,55099,Alcohol,Hospitalizations,2022,Number,100,40718,100,,,,,,,,,,
Price,55099,Alcohol,Hospitalizations,2022,Upper Limit,843.5,697.72,,,,,843.5,,,,,,
Price,55099,Alcohol,Outlet Density,2010,Crude Rate (per 500 pop.),3.85,1.5,,,3.85,,,,,,,,
Price,55099,Alcohol,Outlet Density,2010,People per License,130,334.38,,,,,,130,,,,,
Price,55099,Alcohol,Outlet Density,2010,Total Licenses,108,17041,,,,,,,108,,,,
Price,55099,Alcohol,Outlet Density,2010,Type A,22,4057,,,,,,,,22,,,
Price,55099,Alcohol,Outlet Density,2010,Type B,82,12372,,,,,,,,,82,,
Price,55099,Alcohol,Outlet Density,2010,Type C,1,698,,,,,,,,,,1,
Price,55099,Alcohol,Outlet Density,2010,Type Unknown,5,733,,,,,,,,,,,5
Price,55099,Alcohol,Outlet Density,2011,Crude Rate (per 500 pop.),3.63,1.49,,,3.63,,,,,,,,
Price,55099,Alcohol,Outlet Density,2011,People per License,137.77,335.3,,,,,,137.77,,,,,
Price,55099,Alcohol,Outlet Density,2011,Total Licenses,101,17040,,,,,,,101,,,,
Price,55099,Alcohol,Outlet Density,2011,Type A,24,3890,,,,,,,,24,,,
Price,55099,Alcohol,Outlet Density,2011,Type B,78,11788,,,,,,,,,78,,
Price,55099,Alcohol,Outlet Density,2011,Type C,2,696,,,,,,,,,,2,
Price,55099,Alcohol,Outlet Density,2011,Type Unknown,0,1533,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2012,Crude Rate (per 500 pop.),3.88,1.49,,,3.88,,,,,,,,
Price,55099,Alcohol,Outlet Density,2012,People per License,128.88,336.2,,,,,,128.88,,,,,
Price,55099,Alcohol,Outlet Density,2012,Total Licenses,107,17040,,,,,,,107,,,,
Price,55099,Alcohol,Outlet Density,2012,Type A,24,4311,,,,,,,,24,,,
Price,55099,Alcohol,Outlet Density,2012,Type B,83,12872,,,,,,,,,83,,
Price,55099,Alcohol,Outlet Density,2012,Type C,1,741,,,,,,,,,,1,
Price,55099,Alcohol,Outlet Density,2012,Type Unknown,0,97,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2013,Crude Rate (per 500 pop.),3.72,1.48,,,3.72,,,,,,,,
Price,55099,Alcohol,Outlet Density,2013,People per License,134.24,338.52,,,,,,134.24,,,,,
Price,55099,Alcohol,Outlet Density,2013,Total Licenses,102,16968,,,,,,,102,,,,
Price,55099,Alcohol,Outlet Density,2013,Type A,28,4382,,,,,,,,28,,,
Price,55099,Alcohol,Outlet Density,2013,Type B,74,12842,,,,,,,,,74,,
Price,55099,Alcohol,Outlet Density,2013,Type C,2,734,,,,,,,,,,2,
Price,55099,Alcohol,Outlet Density,2013,Type Unknown,0,26,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2014,Crude Rate (per 500 pop.),3.6,1.47,,,3.6,,,,,,,,
Price,55099,Alcohol,Outlet Density,2014,People per License,138.92,340.6,,,,,,138.92,,,,,
Price,55099,Alcohol,Outlet Density,2014,Total Licenses,98,16898,,,,,,,98,,,,
Price,55099,Alcohol,Outlet Density,2014,Type A,24,4412,,,,,,,,24,,,
Price,55099,Alcohol,Outlet Density,2014,Type B,75,12822,,,,,,,,,75,,
Price,55099,Alcohol,Outlet Density,2014,Type C,3,743,,,,,,,,,,3,
Price,55099,Alcohol,Outlet Density,2014,Type Unknown,0,12,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2015,Crude Rate (per 500 pop.),3.44,1.47,,,3.44,,,,,,,,
Price,55099,Alcohol,Outlet Density,2015,People per License,145.18,340.24,,,,,,145.18,,,,,
Price,55099,Alcohol,Outlet Density,2015,Total Licenses,93,16948,,,,,,,93,,,,
Price,55099,Alcohol,Outlet Density,2015,Type A,23,4466,,,,,,,,23,,,
Price,55099,Alcohol,Outlet Density,2015,Type B,77,12750,,,,,,,,,77,,
Price,55099,Alcohol,Outlet Density,2015,Type C,1,853,,,,,,,,,,1,
Price,55099,Alcohol,Outlet Density,2015,Type Unknown,0,15,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2016,Crude Rate (per 500 pop.),3.35,1.47,,,3.35,,,,,,,,
Price,55099,Alcohol,Outlet Density,2016,People per License,149.26,340.01,,,,,,149.26,,,,,
Price,55099,Alcohol,Outlet Density,2016,Total Licenses,90,17012,,,,,,,90,,,,
Price,55099,Alcohol,Outlet Density,2016,Type A,22,4684,,,,,,,,22,,,
Price,55099,Alcohol,Outlet Density,2016,Type B,81,12757,,,,,,,,,81,,
Price,55099,Alcohol,Outlet Density,2016,Type C,2,908,,,,,,,,,,2,
Price,55099,Alcohol,Outlet Density,2016,Type Unknown,0,8,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2017,Crude Rate (per 500 pop.),3.28,1.47,,,3.28,,,,,,,,
Price,55099,Alcohol,Outlet Density,2017,People per License,152.29,339.35,,,,,,152.29,,,,,
Price,55099,Alcohol,Outlet Density,2017,Total Licenses,88,17100,,,,,,,88,,,,
Price,55099,Alcohol,Outlet Density,2017,Type A,19,4866,,,,,,,,19,,,
Price,55099,Alcohol,Outlet Density,2017,Type B,82,12882,,,,,,,,,82,,
Price,55099,Alcohol,Outlet Density,2017,Type C,2,882,,,,,,,,,,2,
Price,55099,Alcohol,Outlet Density,2017,Type Unknown,0,5,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2018,Crude Rate (per 500 pop.),3.26,1.47,,,3.26,,,,,,,,
Price,55099,Alcohol,Outlet Density,2018,People per License,153.49,339.74,,,,,,153.49,,,,,
Price,55099,Alcohol,Outlet Density,2018,Total Licenses,87,17116,,,,,,,87,,,,
Price,55099,Alcohol,Outlet Density,2018,Type A,22,4954,,,,,,,,22,,,
Price,55099,Alcohol,Outlet Density,2018,Type B,66,12899,,,,,,,,,66,,
Price,55099,Alcohol,Outlet Density,2018,Type C,2,914,,,,,,,,,,2,
Price,55099,Alcohol,Outlet Density,2018,Type Unknown,0,9,,,,,,,,,,,0
Price,55099,Alcohol,Outlet Density,2019,Crude Rate (per 500 pop.),3.27,1.47,,,3.27,,,,,,,,
Price,55099,Alcohol,Outlet Density,2019,People per License,152.83,341.13,,,,,,152.83,,,,,
Price,55099,Alcohol,Outlet Density,2019,Total Licenses,87,17086,,,,,,,87,,,,
Price,55099,Alcohol,Outlet Density,2019,Type A,21,4665,,,,,,,,21,,,
Price,55099,Alcohol,Outlet Density,2019,Type B,58,12099,,,,,,,,,58,,
Price,55099,Alcohol,Outlet Density,2019,Type C,2,862,,,,,,,,,,2,
Price,55099,Alcohol,Outlet Density,2019,Type Unknown,9,965,,,,,,,,,,,9
Price,55099,Alcohol,Outlet Density,2020,Crude Rate (per 500 pop.),3.15,1.45,,,3.15,,,,,,,,
Price,55099,Alcohol,Outlet Density,2020,People per License,158.69,345.04,,,,,,158.69,,,,,
Price,55099,Alcohol,Outlet Density,2020,Total Licenses,86,16996,,,,,,,86,,,,
Price,55099,Alcohol,Outlet Density,2020,Type A,17,4508,,,,,,,,17,,,
Price,55099,Alcohol,Outlet Density,2020,Type B,52,11381,,,,,,,,,52,,
Price,55099,Alcohol,Outlet Density,2020,Type C,2,778,,,,,,,,,,2,
Price,55099,Alcohol,Outlet Density,2020,Type Unknown,17,1757,,,,,,,,,,,17
Racine,55101,Alcohol,Hospitalizations,2000,"Crude Rate per 100,000",763.88,827.88,,763.88,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2000,Lower Limit,724.47,820.18,,,,724.47,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2000,Number,1443,44490,1443,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2000,Upper Limit,803.29,835.57,,,,,803.29,,,,,,
Racine,55101,Alcohol,Hospitalizations,2001,"Crude Rate per 100,000",805.09,843.3,,805.09,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2001,Lower Limit,764.64,835.56,,,,764.64,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2001,Number,1522,45596,1522,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2001,Upper Limit,845.54,851.04,,,,,845.54,,,,,,
Racine,55101,Alcohol,Hospitalizations,2002,"Crude Rate per 100,000",769.1,840.84,,769.1,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2002,Lower Limit,729.65,833.14,,,,729.65,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2002,Number,1460,45785,1460,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2002,Upper Limit,808.55,848.54,,,,,808.55,,,,,,
Racine,55101,Alcohol,Hospitalizations,2003,"Crude Rate per 100,000",861.43,831.54,,861.43,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2003,Lower Limit,819.79,823.91,,,,819.79,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2003,Number,1644,45562,1644,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2003,Upper Limit,903.07,839.18,,,,,903.07,,,,,,
Racine,55101,Alcohol,Hospitalizations,2004,"Crude Rate per 100,000",897.25,860.64,,897.25,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2004,Lower Limit,854.86,852.9,,,,854.86,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2004,Number,1721,47456,1721,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2004,Upper Limit,939.64,868.38,,,,,939.64,,,,,,
Racine,55101,Alcohol,Hospitalizations,2005,"Crude Rate per 100,000",977.49,877.78,,977.49,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2005,Lower Limit,933.4,869.98,,,,933.4,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2005,Number,1889,48683,1889,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2005,Upper Limit,1021.57,885.57,,,,,1021.57,,,,,,
Racine,55101,Alcohol,Hospitalizations,2006,"Crude Rate per 100,000",953.51,895.3,,953.51,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2006,Lower Limit,910.05,887.45,,,,910.05,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2006,Number,1849,49937,1849,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2006,Upper Limit,996.97,903.16,,,,,996.97,,,,,,
Racine,55101,Alcohol,Hospitalizations,2007,"Crude Rate per 100,000",1030.38,910.91,,1030.38,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2007,Lower Limit,985.25,903.01,,,,985.25,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2007,Number,2003,51109,2003,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2007,Upper Limit,1075.5,918.81,,,,,1075.5,,,,,,
Racine,55101,Alcohol,Hospitalizations,2008,"Crude Rate per 100,000",1086.12,917.11,,1086.12,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2008,Lower Limit,1039.83,909.2,,,,1039.83,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2008,Number,2115,51734,2115,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2008,Upper Limit,1132.41,925.01,,,,,1132.41,,,,,,
Racine,55101,Alcohol,Hospitalizations,2009,"Crude Rate per 100,000",1013.17,883.1,,1013.17,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2009,Lower Limit,968.51,875.36,,,,968.51,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2009,Number,1977,50065,1977,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2009,Upper Limit,1057.83,890.83,,,,,1057.83,,,,,,
Racine,55101,Alcohol,Hospitalizations,2010,"Crude Rate per 100,000",987.17,884.19,,987.17,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2010,Lower Limit,943.12,876.46,,,,943.12,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2010,Number,1929,50315,1929,,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2010,Upper Limit,1031.22,891.91,,,,,1031.22,,,,,,
Racine,55101,Alcohol,Hospitalizations,2011,"Crude Rate per 100,000",968.14,855.44,,968.14,,,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2011,Lower Limit,924.46,847.85,,,,924.46,,,,,,,
Racine,55101,Alcohol,Hospitalizations,2011,Number,1887,48810,1887,,,,,,,,,,
